LOCALIDADE;LATITUDE;LONGITUDE;REGIAO;STATUS;QTD_REGISTROS
JACAREPAGUA   CURICICA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA   GARDENIA AZUL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PARQUE UNIAO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ITANHAGA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ITANHANGA   JACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM AMÉRICA;-22.8105;-43.3232;Zona Norte;BAIRRO RJ;1
JACAREPAGUA   PRACA SECA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA   PRAÇA SECA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA   TANQUE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA   TAQUARA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA  TAQUARA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA - PRACA SECA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA - TANQUE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PRAÇA DA BANDEIRA;-22.9114;-43.2136;Centro;BAIRRO RJ;1
PARACAMBI;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PARADA ANGELICA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PACIENCIA - VILA PACIENCIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PADER MIGUEL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PADRE  MIGUEL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PADRE MI9GUEL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PALMARES;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ILHA DE GUARATIBA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PRAÇA SECA   JACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PRQ COLUMBIA    PAVUNA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PSCIENCIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PÁCIENCIA;-22.9273;-43.6366;Zona Oeste;BAIRRO RJ;1
PÇACIENCIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PÍLARES;-22.885;-43.3031;Zona Norte;BAIRRO RJ;1
H GURGEL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MENDANHA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MENDANHA - CAMPO GRANDE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA ALIACA - BANGU;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM GUANABARA   ILHA DO GOVERNADOR;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MÉIER;-22.9019;-43.2783;Zona Norte;BAIRRO RJ;1
MURIQUI- MANGARATIBA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MUZEMA  -ITANHANGA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM NOVO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MAGE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MAGUEIRA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MAL. HERMES;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MORRO GRANDE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MSRECHAL HERMES;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MESQUITA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MIGUEL COUTO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MONERO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA      TAQUARA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MABGUINHOS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MAREECHAL HERMES;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MANGARATIBA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MANGUARIBA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MANGUNHOS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
MARACANÃ;-22.9121;-43.2302;Zona Norte;BAIRRO RJ;1
MAGALHÃES BASTOS;-22.8747;-43.4138;Zona Oeste;BAIRRO RJ;1
PARQUE SAO JUDAS TADEU- PAVUNA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA-PÇA.SECA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPÁGUA;-22.9678;-43.3917;Zona Oeste;BAIRRO RJ;1
PEDREGOSO - CAMPO GRANDE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
INHAUMAS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA      FREGUESIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JACAREPAGUA      PRAÇA SECA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
TERESOPOLIS;-22.4165;-42.9752;Região Serrana;FORA DO MUNICIPIO;1
ARARUAMA;-22.8727;-42.3434;Região dos Lagos;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
MANGARATIBA;-22.9599;-44.0409;Costa Verde;FORA DO MUNICIPIO;1
BARROS FILHOS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JESUITAS - SANTA CRUZ;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JKACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JRECREIO DOS BANDEIRANTES;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JD SULACAP;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JD NS GRACAS   CAMPO GRANDE;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
JARDIM BOM PASTOR BELFORDROXO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
1057;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ACARÍ;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ADRIANA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ANIL   JACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ANIL  - JACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ANIL - JACAREPAGUA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BARRO VERMELHO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM NOVO REALENGO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVO MUNDO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
PACIECIA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA IGUAÇU;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA SEPETIBA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA SEPETIBA 1;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM MARAVILHA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
JARDIM CARIOCA   ILHA DO GOVERNADOR;-22.9068;-43.1729;Centro;BAIRRO RJ;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
CASIMIRO DE ABREU;-22.4817;-42.2047;Baixadas Litorâneas;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
GUAPIMIRIM;-22.5371;-42.9897;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
CABO FRIO;-22.8894;-42.0286;Região dos Lagos;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
CACHOEIRAS DE MACACU;-22.4652;-42.6522;Região Serrana;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NITEROI;-22.8832;-43.1034;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
SAQUAREMA;-22.9324;-42.5099;Região dos Lagos;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
PARACAMBI;-22.6078;-43.7108;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
CASIMIRO DE ABREU;-22.4817;-42.2047;Baixadas Litorâneas;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
CABO FRIO;-22.8894;-42.0286;Região dos Lagos;FORA DO MUNICIPIO;1
SAQUAREMA;-22.9324;-42.5099;Região dos Lagos;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
ARARUAMA;-22.8727;-42.3434;Região dos Lagos;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ARARUAMA;-22.8727;-42.3434;Região dos Lagos;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NILOPOLIS;-22.8058;-43.4233;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
PETROPOLIS;-22.5092;-43.1779;Região Serrana;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NILOPOLIS;-22.8058;-43.4233;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
RIO DAS OSTRAS;-22.5267;-41.945;Baixadas Litorâneas;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
ARARUAMA;-22.8727;-42.3434;Região dos Lagos;FORA DO MUNICIPIO;1
IGUABA GRANDE;-22.8391;-42.2283;Região dos Lagos;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
MIGUEL PEREIRA;-22.4537;-43.4682;Centro-Sul Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
NILOPOLIS;-22.8058;-43.4233;Baixada Fluminense;FORA DO MUNICIPIO;1
NILOPOLIS;-22.8058;-43.4233;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
CABO FRIO;-22.8894;-42.0286;Região dos Lagos;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
GUAPIMIRIM;-22.5371;-42.9897;Baixada Fluminense;FORA DO MUNICIPIO;1
GUAPIMIRIM;-22.5371;-42.9897;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
